text,label,sentiment,word_count,avg_word_length,original_label,split,text_original,text_clean,token_count,text_length_clean,word_count_clean,avg_word_length_clean
i am definitely paying for last night,0,negative,7,5.285714285714286,0,train,i am definitely paying for last night,i am definitely paying for last night,7,37,7,4.428571428571429
cazashton och me too the salad im gonna have for lunch really isnt going to satisfy that craving,0,negative,18,5.333333333333333,0,train,cazashton och me too the salad im gonna have for lunch really isnt going to satisfy that craving,cazashton och me too the salad im gonna have for lunch really isnt going to satisfy that craving,18,96,18,4.388888888888889
btw im finally alone again,1,positive,5,5.2,4,train,btw im finally alone again,btw im finally alone again,5,26,5,4.4
have to go to school in about mins,0,negative,8,4.25,0,train,have to go to school in about mins,have to go to school in about mins,8,34,8,3.375
snail woooot sounds like a plan,1,positive,6,5.166666666666667,4,train,snail woooot sounds like a plan,snail woooot sounds like a plan,6,31,6,4.333333333333333
yay seo friendly urls now sorted in zen cart,1,positive,9,4.888888888888889,4,train,yay seo friendly urls now sorted in zen cart,yay seo friendly urls now sorted in zen cart,9,44,9,4.0
i want to work at alton towers,0,negative,7,4.285714285714286,0,train,i want to work at alton towers,i want to work at alton towers,7,30,7,3.4285714285714284
dream car i want it but i dont wanna build the rest of it,0,negative,14,4.071428571428571,0,train,dream car i want it but i dont wanna build the rest of it,dream car i want it but i dont wanna build the rest of it,14,57,14,3.142857142857143
tommcfly are you guys ever going to come to america it seems like you guys will never come here have you guys ever talked about it,0,negative,26,5.0,0,train,tommcfly are you guys ever going to come to america it seems like you guys will never come here have you guys ever talked about it,tommcfly are you guys ever going to come to america it seems like you guys will never come here have you guys ever talked about it,26,130,26,4.038461538461538
megaanyouunt im not allowed to be on the phone it called grounded for a reason,0,negative,15,5.2,0,train,megaanyouunt im not allowed to be on the phone it called grounded for a reason,megaanyouunt im not allowed to be on the phone it called grounded for a reason,15,78,15,4.266666666666667
just got back from alyssas grad party,1,positive,7,5.285714285714286,4,train,just got back from alyssas grad party,just got back from alyssas grad party,7,37,7,4.428571428571429
kiwigardener sounds like a successful yard sale day for you,1,positive,10,5.9,4,train,kiwigardener sounds like a successful yard sale day for you,kiwigardener sounds like a successful yard sale day for you,10,59,10,5.0
th page nogginers,1,positive,3,5.666666666666667,4,train,th page nogginers,th page nogginers,3,17,3,5.0
glitches w update,0,negative,3,5.666666666666667,0,train,glitches w update,glitches w update,3,17,3,5.0
sheilasunflower i became a member yesterday and still cant log in can you give me your myspace in the meantime your gorgeous,1,positive,22,5.636363636363637,4,train,sheilasunflower i became a member yesterday and still cant log in can you give me your myspace in the meantime your gorgeous,sheilasunflower i became a member yesterday and still cant log in can you give me your myspace in the meantime your gorgeous,22,124,22,4.681818181818182
ive always liked this cover of killer queen by travis,1,positive,10,5.3,4,train,ive always liked this cover of killer queen by travis,ive always liked this cover of killer queen by travis,10,53,10,4.4
ahh i m all of a sudden hurtingampamphating ugh,0,negative,9,5.222222222222222,0,train,ahh i m all of a sudden hurtingampamphating ugh,ahh i m all of a sudden hurtingampamphating ugh,9,47,9,4.333333333333333
xeph of course you mean quotaye aye skipperquot,1,positive,8,5.875,4,train,xeph of course you mean quotaye aye skipperquot,xeph of course you mean quotaye aye skipperquot,8,47,8,5.0
crazy day i think i need a dooverwent to track though an broke even then both my sisters had man drama today hope drama free night,0,negative,26,5.0,0,train,crazy day i think i need a dooverwent to track though an broke even then both my sisters had man drama today hope drama free night,crazy day i think i need a dooverwent to track though an broke even then both my sisters had man drama today hope drama free night,26,130,26,4.038461538461538
lovesongwriter oh i think we can all imagine the support a stereotypical lesbian would get from fandomcrickets chirp,0,negative,18,6.444444444444445,0,train,lovesongwriter oh i think we can all imagine the support a stereotypical lesbian would get from fandomcrickets chirp,lovesongwriter oh i think we can all imagine the support a stereotypical lesbian would get from fandomcrickets chirp,18,116,18,5.5
its five o clock ohhhhh mannnnn wtf i want to sleep more,1,positive,12,4.666666666666667,4,train,its five o clock ohhhhh mannnnn wtf i want to sleep more,its five o clock ohhhhh mannnnn wtf i want to sleep more,12,56,12,3.75
im still so tired i want to go home,0,negative,9,3.888888888888889,0,train,im still so tired i want to go home,im still so tired i want to go home,9,35,9,3.0
boy i am having a tough time right now,0,negative,9,4.222222222222222,0,train,boy i am having a tough time right now,boy i am having a tough time right now,9,38,9,3.3333333333333335
seriously i think i have the worst food coma everbut im okay with it,1,positive,14,4.857142857142857,4,train,seriously i think i have the worst food coma everbut im okay with it,seriously i think i have the worst food coma everbut im okay with it,14,68,14,3.9285714285714284
babye may ill see you next year,0,negative,7,4.428571428571429,0,train,babye may ill see you next year,babye may ill see you next year,7,31,7,3.5714285714285716
officialnathan its this game show in philippines gma channel i think gma and abscbn are like rivals in filipino television,1,positive,20,6.1,4,train,officialnathan its this game show in philippines gma channel i think gma and abscbn are like rivals in filipino television,officialnathan its this game show in philippines gma channel i think gma and abscbn are like rivals in filipino television,20,122,20,5.15
esmeeworld youre so close i wish i could meet u,0,negative,10,4.7,0,train,esmeeworld youre so close i wish i could meet u,esmeeworld youre so close i wish i could meet u,10,47,10,3.8
ill deff be going up early on tuesday will you what time at,0,negative,13,4.538461538461538,0,train,ill deff be going up early on tuesday will you what time at,ill deff be going up early on tuesday will you what time at,13,59,13,3.6153846153846154
finally saw star trek pretty awesome,1,positive,6,6.0,4,train,finally saw star trek pretty awesome,finally saw star trek pretty awesome,6,36,6,5.166666666666667
add all day lectures internet days ina notsohappy place,0,negative,9,6.111111111111111,0,train,add all day lectures internet days ina notsohappy place,add all day lectures internet days ina notsohappy place,9,55,9,5.222222222222222
impossibleman sweet i love baker college of muskegon its just too bad that my credits arent going to transfer when i move,0,negative,22,5.5,0,train,impossibleman sweet i love baker college of muskegon its just too bad that my credits arent going to transfer when i move,impossibleman sweet i love baker college of muskegon its just too bad that my credits arent going to transfer when i move,22,121,22,4.545454545454546
macnumbrs thanks,1,positive,2,8.0,4,train,macnumbrs thanks,macnumbrs thanks,2,16,2,7.5
ugh my camera died right after i took my last picnow i have to wait to recharge before i can post new stuff what a drag,0,negative,26,4.576923076923077,0,train,ugh my camera died right after i took my last picnow i have to wait to recharge before i can post new stuff what a drag,ugh my camera died right after i took my last picnow i have to wait to recharge before i can post new stuff what a drag,26,119,26,3.6153846153846154
hello everyone i didnt get any sleep im so beat and i hav to work tonight omg,0,negative,17,4.529411764705882,0,train,hello everyone i didnt get any sleep im so beat and i hav to work tonight omg,hello everyone i didnt get any sleep im so beat and i hav to work tonight omg,17,77,17,3.588235294117647
my sister has been married for a year where is my niecenewphew still waiting oh and when is it my turn to get married,0,negative,24,4.875,0,train,my sister has been married for a year where is my niecenewphew still waiting oh and when is it my turn to get married,my sister has been married for a year where is my niecenewphew still waiting oh and when is it my turn to get married,24,117,24,3.9166666666666665
anneliesch its way too early here i dont wanna go to work,0,negative,12,4.75,0,train,anneliesch its way too early here i dont wanna go to work,anneliesch its way too early here i dont wanna go to work,12,57,12,3.8333333333333335
